season,team,team_id,player_id,player_name,first_name,last_name,position,jersey_number,status,game_type
2024,BAL,325,00-0039796,Rasheen Ali,Rasheen,Ali,RB,26.0,INA,DIV
2024,NO,3300,00-0037545,Rashid Shaheed,Rashid,Shaheed,WR,22.0,RES,REG
2024,BAL,325,00-0036550,Rashod Bateman,Rashod,Bateman,WR,7.0,ACT,DIV
2024,BUF,610,00-0039875,Ray Davis,Re'Mahn,Davis,RB,22.0,ACT,CON
2024,ATL,200,00-0034407,Ray-Ray McCloud,Ray-Ray,McCloud,WR,34.0,ACT,REG
2024,BUF,610,00-0036187,Reggie Gilliam,Reggie,Gilliam,RB,41.0,ACT,CON
2024,NE,3200,00-0036875,Rhamondre Stevenson,Rhamondre,Stevenson,RB,38.0,ACT,REG
2024,SF,4500,00-0039916,Ricky Pearsall,Ricky,Pearsall,WR,14.0,ACT,REG
2024,DAL,1200,00-0036139,Rico Dowdle,Rico,Dowdle,RB,23.0,ACT,REG
2024,ATL,200,00-0036816,Riley Patterson,Riley,Patterson,K,37.0,ACT,REG
2024,MIA,2700,00-0034054,River Cracraft,Tanner,Cracraft,WR,85.0,ACT,REG
2024,ATL,200,00-0038419,Robert Burns,Robert,Burns,RB,39.0,RES,REG
2024,HOU,2120,00-0030431,Robert Woods,Robert,Woods,WR,2.0,ACT,DIV
2024,PIT,3900,00-0039739,Roman Wilson,Roman,Wilson,WR,10.0,RES,WC
2024,CHI,810,00-0039919,Rome Odunze,Rome,Odunze,WR,15.0,ACT,REG
2024,GB,1800,00-0037816,Romeo Doubs,Romeo,Doubs,WR,87.0,ACT,WC
2024,ATL,200,00-0036936,Rondale Moore,Rondale,Moore,WR,14.0,RES,REG
2024,LA,2510,00-0037557,Ronnie Rivers,Ronnie,Rivers,RB,20.0,ACT,DIV
2024,CHI,810,00-0039021,Roschon Johnson,Roschon,Johnson,RB,23.0,ACT,REG
2024,ATL,200,00-0034073,Ross Dwelley,Ross,Dwelley,TE,85.0,ACT,REG
2024,PIT,3900,00-0029263,Russell Wilson,Russell,Wilson,QB,3.0,ACT,WC
2024,DAL,1200,00-0039410,Ryan Flournoy,Ryan,Flournoy,WR,80.0,ACT,REG
2024,TB,4900,00-0038824,Ryan Miller,Ryan,Miller,WR,81.0,ACT,WC
2024,MIN,3000,00-0034869,Sam Darnold,Sam,Darnold,QB,14.0,ACT,WC
2024,IND,2200,00-0036879,Sam Ehlinger,Samuel,Ehlinger,QB,4.0,ACT,REG
2024,SEA,4600,00-0037077,Sam Howell,Sam,Howell,QB,6.0,ACT,REG
2024,DET,1540,00-0039065,Sam LaPorta,Sam,LaPorta,TE,87.0,ACT,DIV
2024,KC,2310,00-0033526,Samaje Perine,Samaje,Perine,RB,34.0,ACT,SB
2024,PHI,3700,00-0034844,Saquon Barkley,Saquon,Barkley,RB,26.0,ACT,SB
2024,LAC,4400,00-0038614,Scott Matlock,Scott,Matlock,RB,44.0,ACT,WC
2024,PIT,3900,00-0035298,Scott Miller,Scott,Miller,WR,13.0,INA,WC
2024,GB,1800,00-0038391,Sean Clifford,Sean,Clifford,QB,6.0,INA,WC
2024,TB,4900,00-0038951,Sean Tucker,Sean,Tucker,RB,44.0,ACT,WC
2024,BUF,610,00-0036679,Shane Buechele,Shane,Buechele,QB,6.0,RES,CON
2024,DET,1540,00-0036534,Shane Zylstra,Shane,Zylstra,TE,84.0,ACT,DIV
2024,LAC,4400,00-0036646,Simi Fehoko,Simione,Fehoko,WR,87.0,ACT,WC
2024,LV,2520,00-0037509,Sincere McCormick,Sincere,McCormick,RB,28.0,RES,REG
2024,DET,1540,00-0039364,Sione Vaki,Sione,Vaki,RB,33.0,ACT,DIV
2024,MIA,2700,00-0037327,Skylar Thompson,Skylar,Thompson,QB,19.0,ACT,REG
2024,KC,2310,00-0038090,Skyy Moore,Skyy,Moore,WR,24.0,RES,SB
2024,NO,3300,00-0039376,Spencer Rattler,Spencer,Rattler,QB,18.0,ACT,REG
2024,KC,2310,00-0039576,Spencer Shrader,Spencer,Shrader,K,40.0,RES,SB
2024,HOU,2120,00-0031588,Stefon Diggs,Stefon,Diggs,WR,1.0,RES,DIV
2024,CHI,810,00-0035039,Stephen Carlson,Stephen,Carlson,TE,88.0,RES,REG
2024,TB,4900,00-0032385,Sterling Shepard,Sterling,Shepard,WR,17.0,ACT,WC
2024,LA,2510,00-0039107,Stetson Bennett,Stetson,Bennett,QB,13.0,INA,DIV
2024,BAL,325,00-0034928,Steven Sims,Steven,Sims,WR,18.0,ACT,DIV
2024,LAC,4400,00-0037475,Stone Smartt,Stone,Smartt,TE,84.0,ACT,WC
2024,MIN,3000,00-0035229,T.J. Hockenson,Thomas,Hockenson,TE,87.0,ACT,WC
2024,SEA,4600,00-0039308,TaMerik Williams,TaMerik,Williams,RB,,ACT,REG
2024,MIA,2700,00-0039884,Tahj Washington,Tahj,Washington,WR,82.0,RES,REG
2024,JAX,2250,00-0038555,Tank Bigsby,Cartavious,Bigsby,RB,4.0,ACT,REG
2024,HOU,2120,00-0038977,Tank Dell,Nathaniel,Dell,WR,3.0,RES,DIV
2024,MIA,2700,00-0037348,Tanner Conner,Tanner,Conner,WR,80.0,RES,REG
